year,soc_occupation_code,soc_major,soc_minor,soc_unit,description,sex,emp_type,fp_time,value
2011,5431,5,43,1,Butchers,female,self-employed,full,
2011,5431,5,43,1,Butchers,male,self-employed,part,
2011,5431,5,43,1,Butchers,female,self-employed,part,
2011,5432,5,43,2,Bakers and flour confectioners,male,employees,full,17392.0
2011,5432,5,43,2,Bakers and flour confectioners,female,employees,full,
2011,5432,5,43,2,Bakers and flour confectioners,male,employees,part,
2011,5432,5,43,2,Bakers and flour confectioners,female,employees,part,
2011,5432,5,43,2,Bakers and flour confectioners,male,self-employed,full,
2011,5432,5,43,2,Bakers and flour confectioners,female,self-employed,full,
2011,5432,5,43,2,Bakers and flour confectioners,male,self-employed,part,
2011,5432,5,43,2,Bakers and flour confectioners,female,self-employed,part,
2011,5433,5,43,3,Fishmongers and poultry dressers,male,employees,full,
2011,5433,5,43,3,Fishmongers and poultry dressers,female,employees,full,
2011,5433,5,43,3,Fishmongers and poultry dressers,male,employees,part,
2011,5433,5,43,3,Fishmongers and poultry dressers,female,employees,part,
2011,5433,5,43,3,Fishmongers and poultry dressers,male,self-employed,full,
2011,5433,5,43,3,Fishmongers and poultry dressers,female,self-employed,full,
2011,5433,5,43,3,Fishmongers and poultry dressers,male,self-employed,part,
2011,5433,5,43,3,Fishmongers and poultry dressers,female,self-employed,part,
2011,5434,5,43,4,Chefs,male,employees,full,120519.0
2011,5434,5,43,4,Chefs,female,employees,full,22986.0
2011,5434,5,43,4,Chefs,male,employees,part,22125.0
2011,5434,5,43,4,Chefs,female,employees,part,12369.0
2011,5434,5,43,4,Chefs,male,self-employed,full,
2011,5434,5,43,4,Chefs,female,self-employed,full,
2011,5434,5,43,4,Chefs,male,self-employed,part,
2011,5434,5,43,4,Chefs,female,self-employed,part,
2011,5435,5,43,5,Cooks,male,employees,full,
2011,5435,5,43,5,Cooks,female,employees,full,27507.0
2011,5435,5,43,5,Cooks,male,employees,part,10049.0
2011,5435,5,43,5,Cooks,female,employees,part,31837.0
2011,5435,5,43,5,Cooks,male,self-employed,full,
2011,5435,5,43,5,Cooks,female,self-employed,full,
2011,5435,5,43,5,Cooks,male,self-employed,part,
2011,5435,5,43,5,Cooks,female,self-employed,part,
2011,5436,5,43,6,Catering and bar managers,male,employees,full,15430.0
2011,5436,5,43,6,Catering and bar managers,female,employees,full,24215.0
2011,5436,5,43,6,Catering and bar managers,male,employees,part,
2011,5436,5,43,6,Catering and bar managers,female,employees,part,
2011,5436,5,43,6,Catering and bar managers,male,self-employed,full,
2011,5436,5,43,6,Catering and bar managers,female,self-employed,full,
2011,5436,5,43,6,Catering and bar managers,male,self-employed,part,
2011,5436,5,43,6,Catering and bar managers,female,self-employed,part,
2011,544,5,44,,Other Skilled Trades,male,employees,full,35897.0
2011,544,5,44,,Other Skilled Trades,female,employees,full,
2011,544,5,44,,Other Skilled Trades,male,employees,part,
2011,544,5,44,,Other Skilled Trades,female,employees,part,10585.0
2011,544,5,44,,Other Skilled Trades,male,self-employed,full,28040.0
2011,544,5,44,,Other Skilled Trades,female,self-employed,full,
2011,544,5,44,,Other Skilled Trades,male,self-employed,part,
2011,544,5,44,,Other Skilled Trades,female,self-employed,part,
2011,5441,5,44,1,"Glass and ceramics makers, decorators and finishers",male,employees,full,
2011,5441,5,44,1,"Glass and ceramics makers, decorators and finishers",female,employees,full,
2011,5441,5,44,1,"Glass and ceramics makers, decorators and finishers",male,employees,part,
2011,5441,5,44,1,"Glass and ceramics makers, decorators and finishers",female,employees,part,
2011,5441,5,44,1,"Glass and ceramics makers, decorators and finishers",male,self-employed,full,
2011,5441,5,44,1,"Glass and ceramics makers, decorators and finishers",female,self-employed,full,
2011,5441,5,44,1,"Glass and ceramics makers, decorators and finishers",male,self-employed,part,
2011,5441,5,44,1,"Glass and ceramics makers, decorators and finishers",female,self-employed,part,
2011,5442,5,44,2,Furniture makers and other craft woodworkers,male,employees,full,16663.0
2011,5442,5,44,2,Furniture makers and other craft woodworkers,female,employees,full,
2011,5442,5,44,2,Furniture makers and other craft woodworkers,male,employees,part,
2011,5442,5,44,2,Furniture makers and other craft woodworkers,female,employees,part,
2011,5442,5,44,2,Furniture makers and other craft woodworkers,male,self-employed,full,18680.0
2011,5442,5,44,2,Furniture makers and other craft woodworkers,female,self-employed,full,
2011,5442,5,44,2,Furniture makers and other craft woodworkers,male,self-employed,part,
2011,5442,5,44,2,Furniture makers and other craft woodworkers,female,self-employed,part,
2011,5443,5,44,3,Florists,male,employees,full,
2011,5443,5,44,3,Florists,female,employees,full,
2011,5443,5,44,3,Florists,male,employees,part,
2011,5443,5,44,3,Florists,female,employees,part,
2011,5443,5,44,3,Florists,male,self-employed,full,
2011,5443,5,44,3,Florists,female,self-employed,full,
2011,5443,5,44,3,Florists,male,self-employed,part,
2011,5443,5,44,3,Florists,female,self-employed,part,
2011,5449,5,44,9,Other skilled trades n.e.c.,male,employees,full,18043.0
2011,5449,5,44,9,Other skilled trades n.e.c.,female,employees,full,
2011,5449,5,44,9,Other skilled trades n.e.c.,male,employees,part,
2011,5449,5,44,9,Other skilled trades n.e.c.,female,employees,part,
2011,5449,5,44,9,Other skilled trades n.e.c.,male,self-employed,full,
2011,5449,5,44,9,Other skilled trades n.e.c.,female,self-employed,full,
2011,5449,5,44,9,Other skilled trades n.e.c.,male,self-employed,part,
2011,5449,5,44,9,Other skilled trades n.e.c.,female,self-employed,part,
2011,6,6,,,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",male,employees,full,345324.0
2011,6,6,,,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",female,employees,full,1013540.0
2011,6,6,,,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",male,employees,part,116072.0
2011,6,6,,,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",female,employees,part,922839.0
2011,6,6,,,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",male,self-employed,full,24790.0
2011,6,6,,,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",female,self-employed,full,124669.0
2011,6,6,,,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",male,self-employed,part,
2011,6,6,,,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",female,self-employed,part,99443.0
2011,612,6,12,,Childcare and Related Personal Services,male,employees,full,39295.0
2011,612,6,12,,Childcare and Related Personal Services,female,employees,full,324814.0
2011,612,6,12,,Childcare and Related Personal Services,male,employees,part,17290.0
2011,612,6,12,,Childcare and Related Personal Services,female,employees,part,343910.0
2011,612,6,12,,Childcare and Related Personal Services,male,self-employed,full,
2011,612,6,12,,Childcare and Related Personal Services,female,self-employed,full,53309.0
2011,612,6,12,,Childcare and Related Personal Services,male,self-employed,part,
2011,612,6,12,,Childcare and Related Personal Services,female,self-employed,part,25829.0
2011,6121,6,12,1,Nursery nurses and assistants,male,employees,full,
2011,6121,6,12,1,Nursery nurses and assistants,female,employees,full,94821.0
2011,6121,6,12,1,Nursery nurses and assistants,male,employees,part,
2011,6121,6,12,1,Nursery nurses and assistants,female,employees,part,73739.0
2011,6121,6,12,1,Nursery nurses and assistants,male,self-employed,full,
2011,6121,6,12,1,Nursery nurses and assistants,female,self-employed,full,
2011,6121,6,12,1,Nursery nurses and assistants,male,self-employed,part,
2011,6121,6,12,1,Nursery nurses and assistants,female,self-employed,part,
2011,6122,6,12,2,Childminders and related occupations,male,employees,full,
2011,6122,6,12,2,Childminders and related occupations,female,employees,full,24424.0
2011,6122,6,12,2,Childminders and related occupations,male,employees,part,
2011,6122,6,12,2,Childminders and related occupations,female,employees,part,16389.0
2011,6122,6,12,2,Childminders and related occupations,male,self-employed,full,
2011,6122,6,12,2,Childminders and related occupations,female,self-employed,full,51902.0
2011,6122,6,12,2,Childminders and related occupations,male,self-employed,part,
2011,6122,6,12,2,Childminders and related occupations,female,self-employed,part,25445.0
2011,6123,6,12,3,Playworkers,male,employees,full,
2011,6123,6,12,3,Playworkers,female,employees,full,
2011,6123,6,12,3,Playworkers,male,employees,part,
2011,6123,6,12,3,Playworkers,female,employees,part,35070.0
2011,6123,6,12,3,Playworkers,male,self-employed,full,
2011,6123,6,12,3,Playworkers,female,self-employed,full,
2011,6123,6,12,3,Playworkers,male,self-employed,part,
2011,6123,6,12,3,Playworkers,female,self-employed,part,
2011,6125,6,12,5,Teaching assistants,male,employees,full,24357.0
2011,6125,6,12,5,Teaching assistants,female,employees,full,146139.0
2011,6125,6,12,5,Teaching assistants,male,employees,part,
2011,6125,6,12,5,Teaching assistants,female,employees,part,173527.0
2011,6125,6,12,5,Teaching assistants,male,self-employed,full,
2011,6125,6,12,5,Teaching assistants,female,self-employed,full,
2011,6125,6,12,5,Teaching assistants,male,self-employed,part,
2011,6125,6,12,5,Teaching assistants,female,self-employed,part,
2011,6126,6,12,6,Educational support assistants,male,employees,full,11705.0
2011,6126,6,12,6,Educational support assistants,female,employees,full,53410.0
2011,6126,6,12,6,Educational support assistants,male,employees,part,
2011,6126,6,12,6,Educational support assistants,female,employees,part,45185.0
2011,6126,6,12,6,Educational support assistants,male,self-employed,full,
2011,6126,6,12,6,Educational support assistants,female,self-employed,full,
2011,6126,6,12,6,Educational support assistants,male,self-employed,part,
2011,6126,6,12,6,Educational support assistants,female,self-employed,part,
2011,613,6,13,,Animal Care and Control Services,male,employees,full,10545.0
2011,613,6,13,,Animal Care and Control Services,female,employees,full,18801.0
2011,613,6,13,,Animal Care and Control Services,male,employees,part,
2011,613,6,13,,Animal Care and Control Services,female,employees,part,15205.0
2011,613,6,13,,Animal Care and Control Services,male,self-employed,full,
2011,613,6,13,,Animal Care and Control Services,female,self-employed,full,9588.0
2011,613,6,13,,Animal Care and Control Services,male,self-employed,part,
2011,613,6,13,,Animal Care and Control Services,female,self-employed,part,
2011,6131,6,13,1,Veterinary nurses,male,employees,full,
2011,6131,6,13,1,Veterinary nurses,female,employees,full,
2011,6131,6,13,1,Veterinary nurses,male,employees,part,
2011,6131,6,13,1,Veterinary nurses,female,employees,part,
2011,6131,6,13,1,Veterinary nurses,male,self-employed,full,
2011,6131,6,13,1,Veterinary nurses,female,self-employed,full,
2011,6131,6,13,1,Veterinary nurses,male,self-employed,part,
2011,6131,6,13,1,Veterinary nurses,female,self-employed,part,
2011,6132,6,13,2,Pest control officers,male,employees,full,
2011,6132,6,13,2,Pest control officers,female,employees,full,
2011,6132,6,13,2,Pest control officers,male,employees,part,
2011,6132,6,13,2,Pest control officers,female,employees,part,
2011,6132,6,13,2,Pest control officers,male,self-employed,full,
2011,6132,6,13,2,Pest control officers,female,self-employed,full,
2011,6132,6,13,2,Pest control officers,male,self-employed,part,
2011,6132,6,13,2,Pest control officers,female,self-employed,part,
2011,6139,6,13,9,Animal care services occupations n.e.c.,male,employees,full,9569.0
2011,6139,6,13,9,Animal care services occupations n.e.c.,female,employees,full,10425.0
2011,6139,6,13,9,Animal care services occupations n.e.c.,male,employees,part,
2011,6139,6,13,9,Animal care services occupations n.e.c.,female,employees,part,11668.0
2011,6139,6,13,9,Animal care services occupations n.e.c.,male,self-employed,full,
2011,6139,6,13,9,Animal care services occupations n.e.c.,female,self-employed,full,9588.0
2011,6139,6,13,9,Animal care services occupations n.e.c.,male,self-employed,part,
2011,6139,6,13,9,Animal care services occupations n.e.c.,female,self-employed,part,
2011,614,6,14,,Caring Personal Services,male,employees,full,159269.0
2011,614,6,14,,Caring Personal Services,female,employees,full,509652.0
2011,614,6,14,,Caring Personal Services,male,employees,part,42741.0
2011,614,6,14,,Caring Personal Services,female,employees,part,426132.0
2011,614,6,14,,Caring Personal Services,male,self-employed,full,
2011,614,6,14,,Caring Personal Services,female,self-employed,full,12147.0
2011,614,6,14,,Caring Personal Services,male,self-employed,part,
2011,614,6,14,,Caring Personal Services,female,self-employed,part,10249.0
2011,6141,6,14,1,Nursing auxiliaries and assistants,male,employees,full,45859.0
2011,6141,6,14,1,Nursing auxiliaries and assistants,female,employees,full,128787.0
2011,6141,6,14,1,Nursing auxiliaries and assistants,male,employees,part,13101.0
2011,6141,6,14,1,Nursing auxiliaries and assistants,female,employees,part,110120.0
2011,6141,6,14,1,Nursing auxiliaries and assistants,male,self-employed,full,
2011,6141,6,14,1,Nursing auxiliaries and assistants,female,self-employed,full,
2011,6141,6,14,1,Nursing auxiliaries and assistants,male,self-employed,part,
2011,6141,6,14,1,Nursing auxiliaries and assistants,female,self-employed,part,
2011,6142,6,14,2,Ambulance staff (excluding paramedics),male,employees,full,11089.0
2011,6142,6,14,2,Ambulance staff (excluding paramedics),female,employees,full,
2011,6142,6,14,2,Ambulance staff (excluding paramedics),male,employees,part,
2011,6142,6,14,2,Ambulance staff (excluding paramedics),female,employees,part,
2011,6142,6,14,2,Ambulance staff (excluding paramedics),male,self-employed,full,
2011,6142,6,14,2,Ambulance staff (excluding paramedics),female,self-employed,full,
2011,6142,6,14,2,Ambulance staff (excluding paramedics),male,self-employed,part,
2011,6142,6,14,2,Ambulance staff (excluding paramedics),female,self-employed,part,
2011,6143,6,14,3,Dental nurses,male,employees,full,
2011,6143,6,14,3,Dental nurses,female,employees,full,29820.0
2011,6143,6,14,3,Dental nurses,male,employees,part,
2011,6143,6,14,3,Dental nurses,female,employees,part,21172.0
2011,6143,6,14,3,Dental nurses,male,self-employed,full,
2011,6143,6,14,3,Dental nurses,female,self-employed,full,
2011,6143,6,14,3,Dental nurses,male,self-employed,part,
2011,6143,6,14,3,Dental nurses,female,self-employed,part,
2011,6144,6,14,4,Houseparents and residential wardens,male,employees,full,
2011,6144,6,14,4,Houseparents and residential wardens,female,employees,full,14828.0
2011,6144,6,14,4,Houseparents and residential wardens,male,employees,part,
2011,6144,6,14,4,Houseparents and residential wardens,female,employees,part,
2011,6144,6,14,4,Houseparents and residential wardens,male,self-employed,full,
2011,6144,6,14,4,Houseparents and residential wardens,female,self-employed,full,
2011,6144,6,14,4,Houseparents and residential wardens,male,self-employed,part,
2011,6144,6,14,4,Houseparents and residential wardens,female,self-employed,part,
2011,6145,6,14,5,Care workers and home carers,male,employees,full,82247.0
2011,6145,6,14,5,Care workers and home carers,female,employees,full,276613.0
2011,6145,6,14,5,Care workers and home carers,male,employees,part,23129.0
2011,6145,6,14,5,Care workers and home carers,female,employees,part,259027.0
2011,6145,6,14,5,Care workers and home carers,male,self-employed,full,
2011,6145,6,14,5,Care workers and home carers,female,self-employed,full,
2011,6145,6,14,5,Care workers and home carers,male,self-employed,part,
2011,6145,6,14,5,Care workers and home carers,female,self-employed,part,
2011,6146,6,14,6,Senior care workers,male,employees,full,
2011,6146,6,14,6,Senior care workers,female,employees,full,44670.0
2011,6146,6,14,6,Senior care workers,male,employees,part,
2011,6146,6,14,6,Senior care workers,female,employees,part,19044.0
2011,6146,6,14,6,Senior care workers,male,self-employed,full,
2011,6146,6,14,6,Senior care workers,female,self-employed,full,
2011,6146,6,14,6,Senior care workers,male,self-employed,part,
2011,6146,6,14,6,Senior care workers,female,self-employed,part,
2011,6147,6,14,7,Care escorts,male,employees,full,
2011,6147,6,14,7,Care escorts,female,employees,full,
2011,6147,6,14,7,Care escorts,male,employees,part,
2011,6147,6,14,7,Care escorts,female,employees,part,
2011,6147,6,14,7,Care escorts,male,self-employed,full,
2011,6147,6,14,7,Care escorts,female,self-employed,full,
2011,6147,6,14,7,Care escorts,male,self-employed,part,
2011,6147,6,14,7,Care escorts,female,self-employed,part,
2011,6148,6,14,8,"Undertakers, mortuary and crematorium assistants",male,employees,full,
2011,6148,6,14,8,"Undertakers, mortuary and crematorium assistants",female,employees,full,
2011,6148,6,14,8,"Undertakers, mortuary and crematorium assistants",male,employees,part,
2011,6148,6,14,8,"Undertakers, mortuary and crematorium assistants",female,employees,part,
2011,6148,6,14,8,"Undertakers, mortuary and crematorium assistants",male,self-employed,full,
2011,6148,6,14,8,"Undertakers, mortuary and crematorium assistants",female,self-employed,full,
2011,6148,6,14,8,"Undertakers, mortuary and crematorium assistants",male,self-employed,part,
2011,6148,6,14,8,"Undertakers, mortuary and crematorium assistants",female,self-employed,part,
2011,621,6,21,,Leisure and Travel Services,male,employees,full,56544.0
2011,621,6,21,,Leisure and Travel Services,female,employees,full,55960.0
2011,621,6,21,,Leisure and Travel Services,male,employees,part,26966.0
2011,621,6,21,,Leisure and Travel Services,female,employees,part,38418.0
2011,621,6,21,,Leisure and Travel Services,male,self-employed,full,
2011,621,6,21,,Leisure and Travel Services,female,self-employed,full,
2011,621,6,21,,Leisure and Travel Services,male,self-employed,part,
2011,621,6,21,,Leisure and Travel Services,female,self-employed,part,
2011,6211,6,21,1,Sports and leisure assistants,male,employees,full,21625.0
2011,6211,6,21,1,Sports and leisure assistants,female,employees,full,
2011,6211,6,21,1,Sports and leisure assistants,male,employees,part,18618.0
2011,6211,6,21,1,Sports and leisure assistants,female,employees,part,12709.0
2011,6211,6,21,1,Sports and leisure assistants,male,self-employed,full,
2011,6211,6,21,1,Sports and leisure assistants,female,self-employed,full,
2011,6211,6,21,1,Sports and leisure assistants,male,self-employed,part,
2011,6211,6,21,1,Sports and leisure assistants,female,self-employed,part,
2011,6212,6,21,2,Travel agents,male,employees,full,
2011,6212,6,21,2,Travel agents,female,employees,full,20896.0
2011,6212,6,21,2,Travel agents,male,employees,part,
2011,6212,6,21,2,Travel agents,female,employees,part,12583.0
2011,6212,6,21,2,Travel agents,male,self-employed,full,
2011,6212,6,21,2,Travel agents,female,self-employed,full,
2011,6212,6,21,2,Travel agents,male,self-employed,part,
2011,6212,6,21,2,Travel agents,female,self-employed,part,
2011,6214,6,21,4,Air travel assistants,male,employees,full,16503.0
2011,6214,6,21,4,Air travel assistants,female,employees,full,22718.0
2011,6214,6,21,4,Air travel assistants,male,employees,part,
2011,6214,6,21,4,Air travel assistants,female,employees,part,
2011,6214,6,21,4,Air travel assistants,male,self-employed,full,
2011,6214,6,21,4,Air travel assistants,female,self-employed,full,
2011,6214,6,21,4,Air travel assistants,male,self-employed,part,
2011,6214,6,21,4,Air travel assistants,female,self-employed,part,
2011,6215,6,21,5,Rail travel assistants,male,employees,full,12193.0
2011,6215,6,21,5,Rail travel assistants,female,employees,full,
2011,6215,6,21,5,Rail travel assistants,male,employees,part,
2011,6215,6,21,5,Rail travel assistants,female,employees,part,
2011,6215,6,21,5,Rail travel assistants,male,self-employed,full,
2011,6215,6,21,5,Rail travel assistants,female,self-employed,full,
2011,6215,6,21,5,Rail travel assistants,male,self-employed,part,
2011,6215,6,21,5,Rail travel assistants,female,self-employed,part,
2011,6219,6,21,9,Leisure and travel service occupations n.e.c.,male,employees,full,
2011,6219,6,21,9,Leisure and travel service occupations n.e.c.,female,employees,full,
2011,6219,6,21,9,Leisure and travel service occupations n.e.c.,male,employees,part,
2011,6219,6,21,9,Leisure and travel service occupations n.e.c.,female,employees,part,
2011,6219,6,21,9,Leisure and travel service occupations n.e.c.,male,self-employed,full,
2011,6219,6,21,9,Leisure and travel service occupations n.e.c.,female,self-employed,full,
2011,6219,6,21,9,Leisure and travel service occupations n.e.c.,male,self-employed,part,
2011,6219,6,21,9,Leisure and travel service occupations n.e.c.,female,self-employed,part,
2011,622,6,22,,Hairdressers and Related Services,male,employees,full,16340.0
2011,622,6,22,,Hairdressers and Related Services,female,employees,full,66546.0
2011,622,6,22,,Hairdressers and Related Services,male,employees,part,
2011,622,6,22,,Hairdressers and Related Services,female,employees,part,60607.0
2011,622,6,22,,Hairdressers and Related Services,male,self-employed,full,10130.0
2011,622,6,22,,Hairdressers and Related Services,female,self-employed,full,45988.0
2011,622,6,22,,Hairdressers and Related Services,male,self-employed,part,
2011,622,6,22,,Hairdressers and Related Services,female,self-employed,part,47869.0
2011,6221,6,22,1,Hairdressers and barbers,male,employees,full,14760.0
2011,6221,6,22,1,Hairdressers and barbers,female,employees,full,52722.0
2011,6221,6,22,1,Hairdressers and barbers,male,employees,part,
2011,6221,6,22,1,Hairdressers and barbers,female,employees,part,43005.0
2011,6221,6,22,1,Hairdressers and barbers,male,self-employed,full,
2011,6221,6,22,1,Hairdressers and barbers,female,self-employed,full,29769.0
2011,6221,6,22,1,Hairdressers and barbers,male,self-employed,part,
2011,6221,6,22,1,Hairdressers and barbers,female,self-employed,part,33149.0
2011,6222,6,22,2,Beauticians and related occupations,male,employees,full,
2011,6222,6,22,2,Beauticians and related occupations,female,employees,full,13824.0
2011,6222,6,22,2,Beauticians and related occupations,male,employees,part,
2011,6222,6,22,2,Beauticians and related occupations,female,employees,part,17602.0
2011,6222,6,22,2,Beauticians and related occupations,male,self-employed,full,
2011,6222,6,22,2,Beauticians and related occupations,female,self-employed,full,16219.0
2011,6222,6,22,2,Beauticians and related occupations,male,self-employed,part,
2011,6222,6,22,2,Beauticians and related occupations,female,self-employed,part,14720.0
2011,623,6,23,,Housekeeping and Related Services,male,employees,full,47720.0
2011,623,6,23,,Housekeeping and Related Services,female,employees,full,18543.0
2011,623,6,23,,Housekeeping and Related Services,male,employees,part,21319.0
2011,623,6,23,,Housekeeping and Related Services,female,employees,part,21781.0
2011,623,6,23,,Housekeeping and Related Services,male,self-employed,full,
2011,623,6,23,,Housekeeping and Related Services,female,self-employed,full,
2011,623,6,23,,Housekeeping and Related Services,male,self-employed,part,
2011,623,6,23,,Housekeeping and Related Services,female,self-employed,part,
2011,6231,6,23,1,Housekeepers and related occupations,male,employees,full,
2011,6231,6,23,1,Housekeepers and related occupations,female,employees,full,13922.0
2011,6231,6,23,1,Housekeepers and related occupations,male,employees,part,
2011,6231,6,23,1,Housekeepers and related occupations,female,employees,part,16397.0
2011,6231,6,23,1,Housekeepers and related occupations,male,self-employed,full,
2011,6231,6,23,1,Housekeepers and related occupations,female,self-employed,full,
2011,6231,6,23,1,Housekeepers and related occupations,male,self-employed,part,
2011,6231,6,23,1,Housekeepers and related occupations,female,self-employed,part,
2011,6232,6,23,2,Caretakers,male,employees,full,46111.0
2011,6232,6,23,2,Caretakers,female,employees,full,
2011,6232,6,23,2,Caretakers,male,employees,part,20787.0
2011,6232,6,23,2,Caretakers,female,employees,part,
2011,6232,6,23,2,Caretakers,male,self-employed,full,
2011,6232,6,23,2,Caretakers,female,self-employed,full,
2011,6232,6,23,2,Caretakers,male,self-employed,part,
2011,6232,6,23,2,Caretakers,female,self-employed,part,
2011,624,6,24,,Cleaning and Housekeeping Managers and Supervisors,male,employees,full,15611.0
2011,624,6,24,,Cleaning and Housekeeping Managers and Supervisors,female,employees,full,19224.0
2011,624,6,24,,Cleaning and Housekeeping Managers and Supervisors,male,employees,part,
2011,624,6,24,,Cleaning and Housekeeping Managers and Supervisors,female,employees,part,16786.0
2011,624,6,24,,Cleaning and Housekeeping Managers and Supervisors,male,self-employed,full,
2011,624,6,24,,Cleaning and Housekeeping Managers and Supervisors,female,self-employed,full,
2011,624,6,24,,Cleaning and Housekeeping Managers and Supervisors,male,self-employed,part,
2011,624,6,24,,Cleaning and Housekeeping Managers and Supervisors,female,self-employed,part,
2011,6240,6,24,0,Cleaning and housekeeping managers and supervisors,male,employees,full,15611.0
2011,6240,6,24,0,Cleaning and housekeeping managers and supervisors,female,employees,full,19224.0
2011,6240,6,24,0,Cleaning and housekeeping managers and supervisors,male,employees,part,
2011,6240,6,24,0,Cleaning and housekeeping managers and supervisors,female,employees,part,16786.0
2011,6240,6,24,0,Cleaning and housekeeping managers and supervisors,male,self-employed,full,
2011,6240,6,24,0,Cleaning and housekeeping managers and supervisors,female,self-employed,full,
2011,6240,6,24,0,Cleaning and housekeeping managers and supervisors,male,self-employed,part,
2011,6240,6,24,0,Cleaning and housekeeping managers and supervisors,female,self-employed,part,
2011,7,7,,,SALES AND CUSTOMER SERVICE OCCUPATIONS,male,employees,full,531862.0
2011,7,7,,,SALES AND CUSTOMER SERVICE OCCUPATIONS,female,employees,full,537693.0
2011,7,7,,,SALES AND CUSTOMER SERVICE OCCUPATIONS,male,employees,part,296056.0
2011,7,7,,,SALES AND CUSTOMER SERVICE OCCUPATIONS,female,employees,part,917721.0
2011,7,7,,,SALES AND CUSTOMER SERVICE OCCUPATIONS,male,self-employed,full,31261.0
2011,7,7,,,SALES AND CUSTOMER SERVICE OCCUPATIONS,female,self-employed,full,12132.0
2011,7,7,,,SALES AND CUSTOMER SERVICE OCCUPATIONS,male,self-employed,part,11991.0
2011,7,7,,,SALES AND CUSTOMER SERVICE OCCUPATIONS,female,self-employed,part,29676.0
2011,711,7,11,,Sales Assistants and Retail Cashiers,male,employees,full,199520.0
2011,711,7,11,,Sales Assistants and Retail Cashiers,female,employees,full,230999.0
2011,711,7,11,,Sales Assistants and Retail Cashiers,male,employees,part,244217.0
2011,711,7,11,,Sales Assistants and Retail Cashiers,female,employees,part,747585.0
2011,711,7,11,,Sales Assistants and Retail Cashiers,male,self-employed,full,10431.0
2011,711,7,11,,Sales Assistants and Retail Cashiers,female,self-employed,full,
2011,711,7,11,,Sales Assistants and Retail Cashiers,male,self-employed,part,
2011,711,7,11,,Sales Assistants and Retail Cashiers,female,self-employed,part,
2011,7111,7,11,1,Sales and retail assistants,male,employees,full,132559.0
2011,7111,7,11,1,Sales and retail assistants,female,employees,full,153759.0
2011,7111,7,11,1,Sales and retail assistants,male,employees,part,194925.0
2011,7111,7,11,1,Sales and retail assistants,female,employees,part,551941.0
2011,7111,7,11,1,Sales and retail assistants,male,self-employed,full,
2011,7111,7,11,1,Sales and retail assistants,female,self-employed,full,
2011,7111,7,11,1,Sales and retail assistants,male,self-employed,part,
2011,7111,7,11,1,Sales and retail assistants,female,self-employed,part,
2011,7112,7,11,2,Retail cashiers and check-out operators,male,employees,full,16875.0
2011,7112,7,11,2,Retail cashiers and check-out operators,female,employees,full,28620.0
2011,7112,7,11,2,Retail cashiers and check-out operators,male,employees,part,45110.0
2011,7112,7,11,2,Retail cashiers and check-out operators,female,employees,part,148372.0
2011,7112,7,11,2,Retail cashiers and check-out operators,male,self-employed,full,
2011,7112,7,11,2,Retail cashiers and check-out operators,female,self-employed,full,
2011,7112,7,11,2,Retail cashiers and check-out operators,male,self-employed,part,
2011,7112,7,11,2,Retail cashiers and check-out operators,female,self-employed,part,
2011,7113,7,11,3,Telephone salespersons,male,employees,full,19332.0
2011,7113,7,11,3,Telephone salespersons,female,employees,full,17675.0
2011,7113,7,11,3,Telephone salespersons,male,employees,part,
2011,7113,7,11,3,Telephone salespersons,female,employees,part,
2011,7113,7,11,3,Telephone salespersons,male,self-employed,full,
2011,7113,7,11,3,Telephone salespersons,female,self-employed,full,
2011,7113,7,11,3,Telephone salespersons,male,self-employed,part,
2011,7113,7,11,3,Telephone salespersons,female,self-employed,part,
2011,7114,7,11,4,Pharmacy and other dispensing assistants,male,employees,full,
2011,7114,7,11,4,Pharmacy and other dispensing assistants,female,employees,full,27168.0
2011,7114,7,11,4,Pharmacy and other dispensing assistants,male,employees,part,
2011,7114,7,11,4,Pharmacy and other dispensing assistants,female,employees,part,37483.0
2011,7114,7,11,4,Pharmacy and other dispensing assistants,male,self-employed,full,
2011,7114,7,11,4,Pharmacy and other dispensing assistants,female,self-employed,full,
2011,7114,7,11,4,Pharmacy and other dispensing assistants,male,self-employed,part,
2011,7114,7,11,4,Pharmacy and other dispensing assistants,female,self-employed,part,
2011,7115,7,11,5,Vehicle and parts salespersons and advisers,male,employees,full,25357.0
2011,7115,7,11,5,Vehicle and parts salespersons and advisers,female,employees,full,
2011,7115,7,11,5,Vehicle and parts salespersons and advisers,male,employees,part,
2011,7115,7,11,5,Vehicle and parts salespersons and advisers,female,employees,part,
2011,7115,7,11,5,Vehicle and parts salespersons and advisers,male,self-employed,full,
2011,7115,7,11,5,Vehicle and parts salespersons and advisers,female,self-employed,full,
2011,7115,7,11,5,Vehicle and parts salespersons and advisers,male,self-employed,part,
2011,7115,7,11,5,Vehicle and parts salespersons and advisers,female,self-employed,part,
